Place Name,Room Type,Accommodates,Price,Rating,Num_Reviews,First Review,Last Review,Availability,Instant Book,Neighborhood ID,District,Neighborhood,Host ID,Host Name,Email,Date Joined,Host Location,Response Time,Response Rate,Acceptance Rate,Superhost,Listing Age (days),Days Since Last Review,Host Tenure (years)
Brooklyn Getaway. Private,Private room,2,45.0,4.8,30,2019-08-21,2020-02-29,164,False,7,Brooklyn,Bedford-Stuyvesant,3967,Frances L. Miranda,flmiranda58@hotmail.com,2019-07-30,"Brooklyn, New York, United States",Within a day,60.0,95.0,False,224,32,0.7
(4B) Gorgeous 2 Bedroom Close to Central Park,Entire place,6,69.0,4.0,3,2019-09-30,2020-06-30,241,False,14,Manhattan,East Harlem,3962,Elizabeth C. Butler,elizabethb44@yahoo.com,2019-07-26,"New York, New York, United States",Within an hour,100.0,95.0,False,184,-90,0.7
Central New York Couchsurfer shared room available,Shared room,2,39.0,4.63,16,2019-08-11,2020-03-19,365,True,14,Manhattan,East Harlem,2363,Alvin I. Adam,alvinadam82@yahoo.com,2015-07-14,"New York, New York, United States",Within a few hours,67.0,96.0,False,234,13,4.7
Entire  Apartment ! The St. Marks Townhouse.,Entire place,4,123.0,5.0,6,2019-11-17,2020-02-16,104,False,9,Brooklyn,Crown Heights,489,Diane L. Nunez,dianenunez95@yahoo.com,2012-01-03,"Brooklyn, New York, United States",Within a few hours,100.0,93.0,False,136,45,8.2
BRAND NEW! TRUE TWO BEDROOM APT - Upper East Side,Entire place,6,54.0,5.0,4,2019-11-23,2020-08-03,365,False,14,Manhattan,East Harlem,1376,Carole F. Cottrell,cfcottrell88@outlook.com,2013-10-07,"New York, New York, United States",Within an hour,100.0,62.0,False,130,-124,6.5
Hip minimal loft. A block from L and G. Clean. fun,Private room,2,65.0,4.6,5,2019-08-12,2020-01-01,365,False,12,Brooklyn,Williamsburg,1628,David M. Jay,davidmjay63@hotmail.com,2014-04-01,"Berkeley, California, United States",Within a few hours,80.0,44.0,False,233,91,6.0
"Queen of Cozy | Luxe, Gym, Rooftop, Tech Gadgets",Entire place,4,120.0,5.0,21,2019-10-07,2020-07-25,356,True,24,Queens,Long Island City,3128,Whitney D. Price,whitneyp@outlook.com,2017-01-08,"New York, New York, United States",Within an hour,100.0,93.0,True,177,-115,3.2
NEW ENTIRE HOME BEAUTIFUL 3BED/2.5BATH DUPLEX,Entire place,6,270.0,4.52,31,2019-08-10,2020-08-03,52,False,7,Brooklyn,Bedford-Stuyvesant,3970,John D. Hickey,johndhickey@yahoo.com,2019-08-02,"New York, New York, United States",Within an hour,97.0,93.0,False,235,-124,0.7
NEW MODERN CLASSIC ENTIRE 2BED PRIVATE ENTRANCE,Entire place,4,126.0,4.83,24,2019-08-07,2020-07-17,74,True,7,Brooklyn,Bedford-Stuyvesant,3970,John D. Hickey,johndhickey@yahoo.com,2019-08-02,"New York, New York, United States",Within an hour,97.0,93.0,False,238,-107,0.7
BEAUTIFUL VIEWS,Private room,1,52.0,5.0,12,2019-09-07,2020-06-23,88,True,9,Brooklyn,Crown Heights,3046,Suzanne J. Gill,suzannegill@hotmail.com,2016-10-22,"New York, New York, United States",Within an hour,80.0,96.0,True,207,-83,3.4
Central Park is your neighbor,Private room,2,60.0,4.6,5,2019-12-15,2020-02-09,29,False,20,Manhattan,Upper West Side,684,Susan F. Jackson,sfjackson36@gmail.com,2012-06-16,"New York, New York, United States",Within a day,80.0,87.0,False,108,52,7.8
Beautiful Room with Bathroom near Lincoln Center,Private room,3,110.0,4.52,27,2019-08-12,2020-07-13,10,True,20,Manhattan,Upper West Side,3881,Bonnie M. Boone,bonniemboone30@yahoo.com,2019-05-28,"New York, New York, United States",Within an hour,100.0,98.0,False,233,-103,0.8
Disinfected 1 Bedroom 1 Bathroom Apt with Backyard,Entire place,3,162.0,5.0,21,2019-08-11,2020-08-11,270,True,25,Queens,Ridgewood,3973,Edward B. Burt,edwardbburt@yahoo.com,2019-08-05,"New York, New York, United States",Within an hour,100.0,89.0,True,234,-132,0.7
Spacious and comfortable private 3br in Bushwick,Entire place,10,234.0,5.0,30,2019-08-12,2020-08-02,265,False,8,Brooklyn,Bushwick,2173,Jean W. Mckenzie,jwmckenzie40@hotmail.com,2015-03-19,"New York, New York, United States",Within an hour,100.0,64.0,True,233,-123,5.0
Renovated Private Room near Myrtle(20mins to city),Private room,2,40.0,4.8,5,2019-11-05,2020-03-08,179,False,25,Queens,Ridgewood,3311,Amanda F. Ferrer,amandafferrer@gmail.com,2017-07-12,"Queens, New York, United States",A few days or more,40.0,90.0,False,148,24,2.7
Bright Room with Views near Central Park,Private room,2,83.0,4.42,33,2019-08-18,2020-07-22,272,True,20,Manhattan,Upper West Side,3968,Nancy K. Mcdonald,nancym@hotmail.com,2019-07-30,"New York, New York, United States",Within an hour,100.0,100.0,False,227,-112,0.7
"Bright, quiet room in new condo. Fun, lively area.",Private room,2,64.0,5.0,22,2019-08-31,2020-03-10,69,False,9,Brooklyn,Crown Heights,470,Ashley V. Kim,ashleykim@outlook.com,2011-12-11,"Brooklyn, New York, United States",Within a day,100.0,97.0,True,214,22,8.3
Beautiful Apt in Luxury building  Lincoln Center,Entire place,4,146.0,4.83,29,2019-09-04,2020-08-13,166,True,17,Manhattan,Hell's Kitchen,3955,Samantha J. Benson,samanthab76@gmail.com,2019-07-23,"New York, New York, United States",Within an hour,100.0,100.0,True,210,-134,0.7
Bright and modern 1 BR apartment East Village,Entire place,2,168.0,4.4,5,2019-09-04,2020-08-15,147,False,15,Manhattan,East Village,2504,Lindsay C. Norman,lindsaynorman74@gmail.com,2015-10-14,"New York, New York, United States",Within an hour,100.0,71.0,False,210,-136,4.5
Sun-drenched Brooklyn Haven,Entire place,4,104.0,5.0,20,2019-08-12,2020-07-08,301,False,10,Brooklyn,East Flatbush,2379,John J. Ortega,johnortega@outlook.com,2015-07-26,"New York, New York, United States",Within an hour,100.0,94.0,True,233,-98,4.7
Worst Place Ever for Creatives Bed #1,Shared room,2,20.0,4.9,39,2019-08-08,2020-04-28,134,True,8,Brooklyn,Bushwick,2845,Christina S. Li,christinal53@gmail.com,2016-05-23,"New York, New York, United States",Within an hour,100.0,99.0,False,237,-27,3.9
"Minimalist Studio in cool Bed-Stuy, Brooklyn",Entire place,4,106.0,4.98,50,2019-09-03,2020-08-03,206,True,7,Brooklyn,Bedford-Stuyvesant,1279,Wendy J. Bradley,wendybradley@yahoo.com,2013-08-05,"New York, New York, United States",Within an hour,100.0,99.0,True,211,-124,6.7
Private Room: Bedford-Stuyvesant Attached Bathroom,Private room,2,60.0,4.63,16,2019-12-01,2020-08-11,90,False,7,Brooklyn,Bedford-Stuyvesant,2872,Betty F. Huang,bettyh@hotmail.com,2016-06-03,"New York, New York, United States",Within a day,50.0,91.0,False,122,-132,3.8
Clean 3 and cozy private room,Private room,2,59.0,4.57,7,2019-09-08,2020-02-15,350,True,22,Queens,Flushing,3652,Andrew S. Reed,andrewr58@outlook.com,2018-09-13,"Queens, New York, United States",Within an hour,100.0,96.0,False,206,46,1.5
Room Comfortable& Clean for Vacation close to JFK,Private room,2,50.0,4.86,7,2019-09-03,2020-07-08,119,True,23,Queens,Jamaica,3571,Cynthia P. Hicks,cynthiahicks65@outlook.com,2018-06-11,"Queens, New York, United States",Within an hour,100.0,100.0,False,211,-98,1.8
Beautiful corner room in Manhattan Apt,Private room,1,47.0,4.89,18,2019-08-23,2020-07-16,53,True,13,Manhattan,Chelsea,431,Frank J. Aziz,franka97@yahoo.com,2011-11-08,"New York, New York, United States",Within a few hours,100.0,100.0,False,222,-106,8.4
Large Queen Bedroom,Private room,2,149.0,5.0,4,2019-08-25,2019-10-14,0,True,24,Queens,Long Island City,3776,Kim C. Gordon,kcgordon@yahoo.com,2019-01-18,"Queens, New York, United States",A few days or more,25.0,84.0,True,220,170,1.2
Brownstone Manor,Private room,3,87.0,4.67,6,2019-10-15,2020-01-06,320,True,7,Brooklyn,Bedford-Stuyvesant,3151,Roger J. Verma,rogerjverma@hotmail.com,2017-02-10,"Brooklyn, New York, United States",A few days or more,0.0,100.0,False,169,86,3.1
Your Next Vacation Should be Here...Walk to TimeSq,Entire place,6,135.0,4.38,26,2019-08-19,2020-08-06,339,True,17,Manhattan,Hell's Kitchen,3309,Patrice M. Singh,patrices13@yahoo.com,2017-07-10,"New York, New York, United States",Within an hour,100.0,100.0,False,226,-127,2.7
Large Private Guest Bedroom in Manhattan,Private room,1,65.0,5.0,18,2019-08-18,2019-11-18,135,True,14,Manhattan,East Harlem,3975,Jessica J. Denton,jessicad80@yahoo.com,2019-08-08,"New York, New York, United States",Within an hour,100.0,92.0,False,227,135,0.6
"Highly Disinfected | Perfectly Located Near Restaurants, Shops, & Sites",Entire place,6,124.71,4.67,27,2019-08-24,2020-08-07,221,True,17,Manhattan,Hell's Kitchen,3825,William J. Mccoy,williamjmccoy@gmail.com,2019-04-03,"Winter Haven, Florida, United States",Within an hour,100.0,100.0,False,221,-128,1.0
2 Bedroom. Loft living next to Central Park,Entire place,3,300.0,4.67,3,2019-09-03,2020-01-03,63,False,20,Manhattan,Upper West Side,1964,Julie F. Poole,juliefpoole11@yahoo.com,2014-10-28,"New York, New York, United States",Within a day,100.0,33.0,False,211,89,5.4
Newly Renovated Duplex Apartment 2,Entire place,9,500.0,4.74,39,2019-11-29,2020-07-20,364,False,7,Brooklyn,Bedford-Stuyvesant,2590,Anna K. Archer,akarcher@yahoo.com,2015-12-19,"Brooklyn, New York, United States",Within an hour,99.0,94.0,True,124,-110,4.3
Petite One Bedroom Queen,Private room,2,109.0,4.75,4,2019-09-26,2019-11-16,0,True,24,Queens,Long Island City,3776,Kim C. Gordon,kcgordon@yahoo.com,2019-01-18,"Queens, New York, United States",A few days or more,25.0,84.0,True,188,137,1.2
2 Queen bed master with walk in closet,Private room,4,179.0,5.0,4,2019-09-15,2019-11-10,0,True,24,Queens,Long Island City,3776,Kim C. Gordon,kcgordon@yahoo.com,2019-01-18,"Queens, New York, United States",A few days or more,25.0,84.0,True,199,143,1.2
2 bd 2 bathroom Penthouse Apartment Manhattan,Private room,2,130.0,4.56,18,2019-08-11,2020-03-15,0,True,14,Manhattan,East Harlem,2231,Vanessa G. Robinson,vgrobinson66@hotmail.com,2015-04-28,"Irvington, New Jersey, United States",Within a day,50.0,96.0,False,234,17,4.9
Beautiful Huge OneBedroom on the UES Sleeps 5,Entire place,5,227.0,4.4,30,2019-09-06,2020-03-14,105,False,19,Manhattan,Upper East Side,3974,Michael G. Khaled,mgkhaled40@yahoo.com,2019-08-06,"New York, New York, United States",Within a day,70.0,93.0,False,208,18,0.7
Extra Large Room on 143 street,Private room,4,55.0,4.4,5,2019-08-15,2020-07-29,0,True,16,Manhattan,Harlem,282,Wendy D. Wu,wendyw@yahoo.com,2011-06-22,"New York, New York, United States",Within an hour,100.0,100.0,False,230,-119,8.8
Top East-Village Private clean large sunny 2 BR,Entire place,6,215.0,5.0,8,2019-08-24,2020-03-14,364,False,15,Manhattan,East Village,378,Shirley S. Cobb,shirleycobb40@outlook.com,2011-09-20,"New York, New York, United States",Within a day,100.0,93.0,True,221,18,8.5
Great space near all major transportation.,Private room,2,42.0,4.95,20,2019-09-01,2020-03-13,293,True,3,Bronx,Longwood,3335,Ruth I. Hoang,ruthh@outlook.com,2017-08-12,"Bronx, New York, United States",Within a few hours,100.0,94.0,True,213,19,2.6
Roma,Private room,2,63.0,5.0,23,2019-09-07,2020-08-14,43,False,12,Brooklyn,Williamsburg,247,Christopher F. Andrews,christopherfandrews@yahoo.com,2011-05-18,"Brooklyn, New York, United States",Within a few hours,90.0,96.0,False,207,-135,8.9
Private Comfy Room In Modern Spacious Duplex Apt,Private room,2,45.0,4.6,10,2019-11-24,2020-03-20,156,True,7,Brooklyn,Bedford-Stuyvesant,3979,Elizabeth M. Duong,emduong74@gmail.com,2019-08-10,"New York, New York, United States",Within an hour,100.0,96.0,False,129,12,0.6
1BDR in Manhattan close to Union Square,Entire place,2,190.0,5.0,3,2019-09-20,2019-12-15,42,False,13,Manhattan,Chelsea,674,Jonathan I. Morris,jimorris@hotmail.com,2012-06-11,"New York, New York, United States",Within an hour,100.0,75.0,False,194,108,7.8
æœ‰å®¶å®¢å±… 45,Private room,2,45.0,3.8,5,2019-09-09,2020-01-03,133,False,22,Queens,Flushing,3978,Sarah H. Pearce,shpearce91@gmail.com,2019-08-09,"Queens, New York, United States",Within an hour,100.0,97.0,False,205,89,0.6
Room w/ Private Connected Bath in Comfortable Apt,Private room,2,43.0,4.9,20,2019-08-22,2020-07-02,92,False,8,Brooklyn,Bushwick,3648,Scott S. Schroeder,scottschroeder34@gmail.com,2018-09-07,"New York, New York, United States",Within an hour,100.0,83.0,True,223,-92,1.6
Sunny &cozy (quiet home),Private room,1,58.0,5.0,29,2019-08-17,2020-01-29,90,False,22,Queens,Flushing,3971,Ellen F. Roth,ellenroth@gmail.com,2019-08-03,"Queens, New York, United States",Within an hour,100.0,80.0,True,228,63,0.7
"Quaint, Convenient Upper East Side",Private room,2,52.0,4.9,31,2019-08-16,2020-03-20,149,True,14,Manhattan,East Harlem,3352,Joseph S. Ling,josephl@outlook.com,2017-08-31,"New York, New York, United States",Within an hour,92.0,100.0,False,229,12,2.6
NYC lights are just 25min free ferry ride away,Entire place,6,99.0,4.95,19,2019-09-05,2020-06-29,30,False,29,Staten Island,Stapleton,1893,Joan F. Davis,jfdavis@outlook.com,2014-09-11,"New York, New York, United States",Within an hour,100.0,98.0,True,209,-89,5.6
Handsome / Minimal East Village Apartment,Entire place,2,249.0,5.0,4,2019-09-01,2020-01-04,345,True,15,Manhattan,East Village,135,Michele T. Fernandez,micheletfernandez@outlook.com,2010-09-15,"New York, New York, United States",Within an hour,100.0,86.0,False,213,88,9.5
Good vibes,Private room,2,59.0,4.66,32,2019-08-18,2020-08-16,364,True,26,Queens,Sunnyside,911,Amy R. Henry,amyrhenry57@hotmail.com,2012-11-19,"Queens, New York, United States",Within an hour,100.0,100.0,False,227,-137,7.4
Red's cozy corner,Entire place,6,130.0,4.91,22,2020-02-16,2020-08-15,253,True,23,Queens,Jamaica,2769,Jacqueline F. Francisco,jacquelinef@outlook.com,2016-04-07,"New Castle, Delaware, United States",Within an hour,100.0,96.0,True,45,-136,4.0
SUPERCUTE BEDROOMðŸ’– 2 DOUBLE BEDS PRIVATE BATHROOM,Private room,2,25.0,4.89,111,2019-08-19,2020-08-14,157,True,8,Brooklyn,Bushwick,3981,William D. Wilson,wdwilson25@yahoo.com,2019-08-13,"Brooklyn, New York, United States",Within an hour,100.0,100.0,True,226,-135,0.6
Lovely backyard studio.,Entire place,3,71.0,3.84,19,2020-01-08,2020-07-15,87,False,7,Brooklyn,Bedford-Stuyvesant,2836,Cynthia R. Moore,cynthiarmoore@gmail.com,2016-05-19,"New York, New York, United States",Within an hour,95.0,94.0,False,84,-105,3.9
SUNNY 2 BEDROOMS IN BEST LOCATION WILLIAMSBURG!!,Entire place,5,249.0,4.62,13,2019-09-03,2020-02-18,257,False,12,Brooklyn,Williamsburg,629,Christina A. Floyd,christinaf85@hotmail.com,2012-05-07,"New York, New York, United States",Within an hour,83.0,91.0,False,211,43,7.9
Gorgeous Light Upper East Side,Private room,2,37.0,4.79,48,2019-08-24,2020-08-09,167,True,14,Manhattan,East Harlem,3352,Joseph S. Ling,josephl@outlook.com,2017-08-31,"New York, New York, United States",Within an hour,92.0,100.0,False,221,-130,2.6
"Private Room, 2 Bathrooms, Wifi, 20 min to NYC",Private room,2,100.0,4.63,24,2019-08-30,2020-03-15,0,True,7,Brooklyn,Bedford-Stuyvesant,1692,Floyd D. Tucker,floydtucker98@gmail.com,2014-05-17,"Brooklyn, New York, United States",Within an hour,100.0,100.0,False,215,17,5.9
Nice Cozy spot in a vibrant neighborhood.,Private room,2,50.0,4.38,16,2019-08-17,2020-01-02,43,True,10,Brooklyn,East Flatbush,3466,John I. Wiseman,johnwiseman84@outlook.com,2018-01-26,"New York, New York, United States",Within a day,100.0,88.0,False,228,90,2.2
Home sweet home in Astoria- NY,Private room,2,90.0,5.0,12,2019-08-26,2019-11-11,0,True,21,Queens,Astoria,3983,Henry J. Hayes,henryh88@hotmail.com,2019-08-15,"New York, New York, United States",A few days or more,0.0,93.0,False,219,142,0.6
Charming 1BR Apartment close to Time Square,Entire place,4,107.0,4.55,40,2019-08-30,2020-06-30,45,True,17,Manhattan,Hell's Kitchen,3972,Lorraine S. Lake,lorrainelake13@yahoo.com,2019-08-05,"New York, New York, United States",Within an hour,100.0,100.0,False,215,-90,0.7
Easy Livin' In The Stuy!,Private room,1,38.14,4.5,14,2019-09-11,2020-07-18,0,True,7,Brooklyn,Bedford-Stuyvesant,2157,Gwendolyn S. Gomez,gwendolynsgomez@outlook.com,2015-03-06,"New York, New York, United States",Within an hour,91.0,89.0,True,203,-108,5.1
Hip Grand Street Studio,Entire place,2,230.0,5.0,3,2019-09-22,2019-11-15,46,False,12,Brooklyn,Williamsburg,820,Stephen T. Leonard,stephenl@yahoo.com,2012-09-11,"New York, New York, United States",Within an hour,100.0,77.0,True,192,138,7.6
"Shared apt next to Theater District, Broadway",Shared room,2,85.0,4.74,19,2019-08-19,2019-12-18,90,True,17,Manhattan,Hell's Kitchen,3829,Tamara F. Phelps,tfphelps2@hotmail.com,2019-04-07,"Weehawken, New Jersey, United States",Within an hour,100.0,100.0,False,226,105,1.0
Spacious 6BR in Bushwick (20 Minutes to Manhattan),Entire place,16,207.0,4.5,6,2019-11-30,2020-03-16,346,False,8,Brooklyn,Bushwick,3984,Charles F. Wall,cfwall@gmail.com,2019-08-16,"Brooklyn, New York, United States",Within an hour,100.0,86.0,False,123,16,0.6
JFK Tiny Room to sleep,Private room,1,35.0,4.76,115,2019-08-20,2020-08-01,175,False,23,Queens,Jamaica,3761,Barbara R. Chandra,barbararchandra@gmail.com,2018-12-24,"Queens, New York, United States",Within an hour,100.0,96.0,False,225,-122,1.3
"Sunny 1BR/1.5BA in the UES, 1 block to subway!",Entire place,2,125.0,4.88,8,2019-09-02,2020-01-02,47,False,19,Manhattan,Upper East Side,392,Jennifer D. Macdonald,jenniferm62@gmail.com,2011-10-05,"New York, New York, United States",Within an hour,100.0,75.0,False,212,90,8.5
"Cozy and quiet, clean room, GREAT TRANSPORTATION",Private room,2,48.0,4.89,76,2019-08-21,2020-08-02,16,True,8,Brooklyn,Bushwick,3985,Michael J. Mariano,mjmariano74@gmail.com,2019-08-18,"New York, New York, United States",Within an hour,100.0,97.0,True,224,-123,0.6
"3BR, 1.5 Bath in Bushwick (20 Mins to Manhattan!!)",Entire place,12,108.0,4.82,11,2019-08-25,2020-03-08,357,False,8,Brooklyn,Bushwick,3984,Charles F. Wall,cfwall@gmail.com,2019-08-16,"Brooklyn, New York, United States",Within an hour,100.0,86.0,False,220,24,0.6
3BR Duplex in Bushwick (20 Minutes to Manhattan!),Entire place,11,99.0,4.75,12,2019-09-03,2020-07-31,346,False,8,Brooklyn,Bushwick,3984,Charles F. Wall,cfwall@gmail.com,2019-08-16,"Brooklyn, New York, United States",Within an hour,100.0,86.0,False,211,-121,0.6
Huge bohemian loft apartment with garden vibes,Entire place,3,137.0,4.92,108,2019-08-22,2020-08-06,173,False,12,Brooklyn,Williamsburg,3402,Debra D. Lin,debral@outlook.com,2017-11-03,"Brooklyn, New York, United States",Within an hour,100.0,97.0,True,223,-127,2.4
â˜… RENOVATED 2 BEDROOM APT ON CENTRAL PARK WESTâ˜…,Entire place,4,129.0,4.8,5,2019-11-06,2020-07-31,229,False,20,Manhattan,Upper West Side,1376,Carole F. Cottrell,cfcottrell88@outlook.com,2013-10-07,"New York, New York, United States",Within an hour,100.0,62.0,False,147,-121,6.5
Cozy 2 bedroom 7mn from Manhattan,Entire place,6,263.0,4.92,25,2019-09-08,2020-07-21,262,True,11,Brooklyn,Greenpoint,3832,Christina D. Klein,cdklein32@gmail.com,2019-04-10,"New York, New York, United States",Within an hour,88.0,100.0,False,206,-111,1.0
"Cozy bedroom in  Astoria, minutes to Manhattan",Private room,1,34.0,5.0,28,2019-09-13,2020-08-08,138,True,21,Queens,Astoria,1701,Nicholas I. Correa,nicorrea21@gmail.com,2014-05-21,"New York, New York, United States",Within an hour,100.0,97.0,True,201,-129,5.9
Staycation in the heart of Williamsburg,Entire place,4,300.0,5.0,6,2019-10-06,2020-07-05,71,False,12,Brooklyn,Williamsburg,1610,Jonathan C. Dean,jcdean@yahoo.com,2014-03-23,"New York, New York, United States",Within a day,100.0,80.0,False,178,-95,6.0
Beautiful comfy room in lively neighborhood,Private room,2,70.0,4.67,3,2019-09-07,2019-09-20,180,True,16,Manhattan,Harlem,360,Mike C. Miller,mikecmiller@hotmail.com,2011-08-31,"New York, New York, United States",A few days or more,40.0,75.0,True,207,194,8.6
The Red Room/pet friendly,Private room,3,31.0,4.64,36,2019-09-03,2020-07-25,70,False,7,Brooklyn,Bedford-Stuyvesant,3944,Shannon L. Ferguson,shannonf58@yahoo.com,2019-07-13,"Brooklyn, New York, United States",Within a day,64.0,85.0,False,211,-115,0.7
